Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA114F-3-fine-anm-00528.dat -0.3739 0.3032 -0.3272 0.2794 -0.1659 0.1377 0.1 0.8 1.248 0.5 1.418 24 0.9585 0.77028 0.46328 0.31033 2.48217 1.49287
MA114F-3-fine-anm-00529.dat -0.3714 0.4996 -0.3565 0.3635 -0.1932 0.2044 0.1 1.3 1.283 0.6 1.424 30 0.9823 0.96575 0.57889 0.40450 2.38752 1.43114
MA114F-3-fine-anm-00530.dat -0.2186 0.2434 -0.2731 0.2882 -0.1619 0.1713 0.0 0.7 1.203 0.4 1.093 30 0.9872 0.58071 0.46220 0.34822 1.66764 1.32733
MA114F-3-fine-anm-00531.dat -0.2093 0.2414 -0.2047 0.2209 -0.1689 0.1645 0.0 0.5 1.280 0.4 1.076 28 1.0453 0.45538 0.42520 0.34523 1.31907 1.23164
MA114F-3-fine-anm-00532.dat -0.4207 0.4637 -0.3126 0.3076 -0.2234 0.2108 0.1 1.3 1.237 0.6 1.352 30 1.0495 0.91366 0.57609 0.43250 2.11250 1.33199
MA114F-3-fine-anm-00533.dat -0.3149 0.2815 -0.1833 0.1880 -0.1089 0.1285 0.0 0.5 1.287 0.3 1.428 20 1.0076 0.60393 0.37988 0.24321 2.48320 1.56197
MA114F-3-fine-anm-00534.dat -0.4198 0.4607 -0.3886 0.4197 -0.1702 0.1679 0.1 1.2 1.374 0.5 1.634 28 1.0246 0.92030 0.64926 0.30448 3.02258 2.13238
MA114F-3-fine-anm-00535.dat -0.3244 0.3064 -0.3654 0.3224 -0.1535 0.1488 0.0 0.8 1.302 0.4 1.439 22 0.9786 0.72330 0.58273 0.26714 2.70754 2.18133
MA114F-3-fine-anm-00536.dat -0.2873 0.2697 -0.3856 0.3909 -0.1636 0.2030 0.1 1.0 1.188 0.5 1.245 24 1.0390 0.78028 0.51038 0.36386 2.14442 1.40267
MA114F-3-fine-anm-00537.dat -0.3247 0.3486 -0.3666 0.3454 -0.1594 0.1428 0.1 1.0 1.265 0.5 1.323 28 1.0421 0.76139 0.58867 0.30246 2.51730 1.94625
MA114F-3-fine-anm-00538.dat -0.2573 0.2495 -0.2231 0.2397 -0.1290 0.1408 0.0 0.5 1.261 0.4 1.217 22 0.9973 0.51318 0.44749 0.26922 1.90621 1.66219
MA114F-3-fine-anm-00539.dat -0.3064 0.3035 -0.2824 0.3101 -0.3204 0.2760 0.1 1.0 1.140 0.5 1.111 24 1.0028 0.68575 0.62568 0.39973 1.71551 1.56525
MA114F-3-fine-anm-00540.dat -0.3076 0.3247 -0.3172 0.3345 -0.1386 0.1319 0.0 0.8 1.356 0.4 1.509 22 0.9955 0.68187 0.55679 0.24003 2.84083 2.31971
