Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA120C-anm-00116.dat -2.7389 3.3298 -3.6131 3.4794 -1.6459 2.0329 52.0 93.3 1.384 4.6 1.469 30 0.9856 8.07067 6.07618 3.21653 2.50913 1.88905
MA120C-anm-00117.dat -2.5617 2.8815 -3.0091 4.0008 -1.6163 1.6552 40.7 72.6 1.269 4.3 1.357 30 1.0001 7.14931 5.48236 3.04615 2.34700 1.79977
MA120C-anm-00118.dat -2.5343 2.4305 -3.5305 3.0602 -1.7475 2.2870 53.6 81.4 1.184 4.7 1.201 30 1.0000 6.98944 5.20829 4.29793 1.62623 1.21181
MA120C-anm-00119.dat -3.7066 3.7440 -2.1219 2.7680 -1.5303 1.4612 41.8 76.7 1.316 4.3 1.663 30 0.9971 8.28148 4.38309 2.88286 2.87266 1.52040
MA120C-anm-00120.dat -2.6545 3.4815 -3.1314 2.9847 -1.4495 1.8760 47.5 77.6 1.223 4.5 1.269 30 0.9991 6.24735 5.95236 3.11064 2.00838 1.91355
MA120C-anm-00121.dat -2.1243 2.8703 -2.5742 2.2227 -1.3229 1.6853 26.9 56.1 1.290 3.7 1.348 30 1.0162 5.84608 5.04915 2.47435 2.36267 2.04060
MA120C-anm-00122.dat -3.1699 3.1855 -2.6225 2.6205 -1.8148 2.2232 52.7 83.4 1.228 4.7 1.270 30 1.0046 7.46862 5.24967 3.75999 1.98634 1.39619
MA120C-anm-00123.dat -3.3967 2.3541 -2.6661 2.4489 -1.3391 1.9985 28.1 58.2 1.302 3.8 1.387 30 0.9982 6.55872 4.13268 3.51476 1.86605 1.17581
MA120C-anm-00124.dat -2.4264 2.7031 -3.1771 4.0322 -1.9530 2.7222 72.9 99.8 1.183 5.2 1.164 30 1.0018 7.60170 6.00559 5.17064 1.47016 1.16148
MA120C-anm-00125.dat -2.6427 2.4498 -2.8949 2.6834 -1.1199 1.3095 29.6 58.4 1.261 3.8 1.366 30 1.0016 5.74427 4.37687 2.37841 2.41517 1.84025
